10, 1.049e-06, 3
10, 1.117e-06, 3
10, 5.73e-07, 3
10, 4.42e-07, 3
10, 4.41e-07, 3
10, 4.38e-07, 3
10, 4.21e-07, 3
10, 4.16e-07, 3
10, 4.08e-07, 3
10, 4.16e-07, 3
10, 4.1e-07, 3
10, 4.16e-07, 3
10, 4.07e-07, 3
10, 4.09e-07, 3
10, 4.24e-07, 3
10, 4.17e-07, 3
10, 4.14e-07, 3
10, 4.17e-07, 3
10, 4.15e-07, 3
10, 4.08e-07, 3
10, 4.15e-07, 3
10, 4.17e-07, 3
10, 4.18e-07, 3
10, 4.16e-07, 3
10, 4.16e-07, 3
10, 4.13e-07, 3
10, 4.13e-07, 3
10, 4.14e-07, 3
10, 4.16e-07, 3
10, 4.15e-07, 3
10, 4.14e-07, 3
10, 4.16e-07, 3
10, 4.12e-07, 3
10, 6.86e-07, 3
10, 4.28e-07, 3
10, 4.38e-07, 3
10, 4.31e-07, 3
10, 4.43e-07, 3
10, 4.2e-07, 3
10, 4.23e-07, 3
10, 4.46e-07, 3
10, 4.41e-07, 3
10, 4.34e-07, 3
10, 4.23e-07, 3
10, 4.18e-07, 3
10, 4.31e-07, 3
10, 4.19e-07, 3
10, 4.16e-07, 3
10, 4.17e-07, 3
10, 4.13e-07, 3
100, 5.1e-07, 6
100, 5.36e-07, 6
100, 4.61e-07, 6
100, 4.44e-07, 6
100, 4.64e-07, 6
100, 4.43e-07, 6
100, 4.64e-07, 6
100, 4.49e-07, 6
100, 4.44e-07, 6
100, 4.56e-07, 6
100, 4.54e-07, 6
100, 4.46e-07, 6
100, 4.52e-07, 6
100, 4.61e-07, 6
100, 4.57e-07, 6
100, 4.58e-07, 6
100, 4.53e-07, 6
100, 4.45e-07, 6
100, 4.44e-07, 6
100, 4.54e-07, 6
100, 4.41e-07, 6
100, 4.5e-07, 6
100, 4.42e-07, 6
100, 4.49e-07, 6
100, 4.36e-07, 6
100, 4.54e-07, 6
100, 4.42e-07, 6
100, 4.51e-07, 6
100, 4.45e-07, 6
100, 4.52e-07, 6
100, 4.41e-07, 6
100, 4.36e-07, 6
100, 4.51e-07, 6
100, 4.47e-07, 6
100, 4.44e-07, 6
100, 4.5e-07, 6
100, 4.4e-07, 6
100, 4.37e-07, 6
100, 4.51e-07, 6
100, 4.42e-07, 6
100, 4.44e-07, 6
100, 4.54e-07, 6
100, 4.43e-07, 6
100, 4.35e-07, 6
100, 4.5e-07, 6
100, 4.45e-07, 6
100, 4.33e-07, 6
100, 4.53e-07, 6
100, 4.36e-07, 6
100, 4.45e-07, 6
1000, 6.56e-07, 9
1000, 5.089e-06, 9
1000, 4.695e-06, 9
1000, 4.544e-06, 9
1000, 4.634e-06, 9
1000, 4.579e-06, 9
1000, 4.58e-06, 9
1000, 4.642e-06, 9
1000, 4.601e-06, 9
1000, 4.557e-06, 9
1000, 4.525e-06, 9
1000, 4.541e-06, 9
1000, 4.557e-06, 9
1000, 4.529e-06, 9
1000, 4.528e-06, 9
1000, 4.548e-06, 9
1000, 4.535e-06, 9
1000, 4.543e-06, 9
1000, 4.51e-06, 9
1000, 4.514e-06, 9
1000, 4.538e-06, 9
1000, 5.665e-06, 9
1000, 4.769e-06, 9
1000, 4.611e-06, 9
1000, 4.686e-06, 9
1000, 4.529e-06, 9
1000, 4.556e-06, 9
1000, 4.525e-06, 9
1000, 4.552e-06, 9
1000, 4.518e-06, 9
1000, 4.584e-06, 9
1000, 4.527e-06, 9
1000, 4.579e-06, 9
1000, 4.591e-06, 9
1000, 4.534e-06, 9
1000, 4.499e-06, 9
1000, 4.516e-06, 9
1000, 4.537e-06, 9
1000, 4.528e-06, 9
1000, 4.565e-06, 9
1000, 4.598e-06, 9
1000, 4.546e-06, 9
1000, 4.547e-06, 9
1000, 4.546e-06, 9
1000, 4.527e-06, 9
1000, 4.544e-06, 9
1000, 4.524e-06, 9
1000, 4.516e-06, 9
1000, 4.512e-06, 9
1000, 4.545e-06, 9
10000, 4.762e-06, 13
10000, 7.68e-07, 13
10000, 5.91e-07, 13
10000, 6.15e-07, 13
10000, 5.94e-07, 13
10000, 6.2e-07, 13
10000, 5.68e-07, 13
10000, 5.96e-07, 13
10000, 5.72e-07, 13
10000, 5.61e-07, 13
10000, 5.7e-07, 13
10000, 5.55e-07, 13
10000, 5.61e-07, 13
10000, 5.69e-07, 13
10000, 5.58e-07, 13
10000, 5.89e-07, 13
10000, 5.69e-07, 13
10000, 5.74e-07, 13
10000, 5.83e-07, 13
10000, 5.55e-07, 13
10000, 5.74e-07, 13
10000, 5.89e-07, 13
10000, 5.6e-07, 13
10000, 5.62e-07, 13
10000, 5.61e-07, 13
10000, 5.71e-07, 13
10000, 5.61e-07, 13
10000, 5.54e-07, 13
10000, 5.61e-07, 13
10000, 5.45e-07, 13
10000, 5.59e-07, 13
10000, 5.77e-07, 13
10000, 5.61e-07, 13
10000, 5.77e-07, 13
10000, 5.59e-07, 13
10000, 5.61e-07, 13
10000, 5.63e-07, 13
10000, 5.61e-07, 13
10000, 5.76e-07, 13
10000, 5.91e-07, 13
10000, 5.7e-07, 13
10000, 5.72e-07, 13
10000, 5.77e-07, 13
10000, 5.69e-07, 13
10000, 5.8e-07, 13
10000, 5.7e-07, 13
10000, 5.61e-07, 13
10000, 5.62e-07, 13
10000, 5.75e-07, 13
10000, 5.99e-07, 13
100000, 1.149e-06, 16
100000, 1.958e-06, 16
100000, 8.03e-07, 16
100000, 7.32e-07, 16
100000, 6.49e-07, 16
100000, 6.56e-07, 16
100000, 6.56e-07, 16
100000, 6.27e-07, 16
100000, 6.72e-07, 16
100000, 7.11e-07, 16
100000, 6.59e-07, 16
100000, 6.51e-07, 16
100000, 6.78e-07, 16
100000, 6.72e-07, 16
100000, 6.6e-07, 16
100000, 6.5e-07, 16
100000, 6.75e-07, 16
100000, 6.36e-07, 16
100000, 6.82e-07, 16
100000, 6.67e-07, 16
100000, 7.13e-07, 16
100000, 6.83e-07, 16
100000, 6.73e-07, 16
100000, 6.3e-07, 16
100000, 6.37e-07, 16
100000, 7.82e-07, 16
100000, 6.6e-07, 16
100000, 6.67e-07, 16
100000, 6.51e-07, 16
100000, 7.28e-07, 16
100000, 6.89e-07, 16
100000, 6.81e-07, 16
100000, 6.64e-07, 16
100000, 6.8e-07, 16
100000, 6.9e-07, 16
100000, 7.06e-07, 16
100000, 6.6e-07, 16
100000, 6.84e-07, 16
100000, 6.46e-07, 16
100000, 6.64e-07, 16
100000, 6.42e-07, 16
100000, 6.48e-07, 16
100000, 6.3e-07, 16
100000, 6.45e-07, 16
100000, 6.77e-07, 16
100000, 6.8e-07, 16
100000, 7.43e-07, 16
100000, 6.93e-07, 16
100000, 6.9e-07, 16
100000, 6.44e-07, 16
1000000, 0.000742588, 19
1000000, 1.4818e-05, 19
1000000, 9.748e-06, 19
1000000, 7.013e-06, 19
1000000, 8.461e-06, 19
1000000, 7.433e-06, 19
1000000, 6.697e-06, 19
1000000, 6.091e-06, 19
1000000, 5.598e-06, 19
1000000, 5.121e-06, 19
1000000, 5.165e-06, 19
1000000, 4.972e-06, 19
1000000, 5.034e-06, 19
1000000, 4.963e-06, 19
1000000, 4.943e-06, 19
1000000, 4.901e-06, 19
1000000, 4.944e-06, 19
1000000, 4.912e-06, 19
1000000, 4.937e-06, 19
1000000, 4.912e-06, 19
1000000, 4.95e-06, 19
1000000, 4.923e-06, 19
1000000, 4.937e-06, 19
1000000, 4.914e-06, 19
1000000, 4.943e-06, 19
1000000, 4.909e-06, 19
1000000, 4.965e-06, 19
1000000, 4.899e-06, 19
1000000, 4.937e-06, 19
1000000, 4.908e-06, 19
1000000, 4.93e-06, 19
1000000, 6.305e-06, 19
1000000, 5.048e-06, 19
1000000, 1.3454e-05, 19
1000000, 8e-07, 19
1000000, 6.95e-07, 19
1000000, 6.68e-07, 19
1000000, 6.69e-07, 19
1000000, 6.68e-07, 19
1000000, 7.14e-07, 19
1000000, 7.02e-07, 19
1000000, 6.9e-07, 19
1000000, 6.92e-07, 19
1000000, 6.85e-07, 19
1000000, 6.9e-07, 19
1000000, 6.73e-07, 19
1000000, 6.74e-07, 19
1000000, 6.91e-07, 19
1000000, 6.8e-07, 19
1000000, 6.79e-07, 19
10000000, 1.2188e-05, 23
10000000, 2.237e-06, 23
10000000, 8.52e-07, 23
10000000, 8.57e-07, 23
10000000, 7.93e-07, 23
10000000, 8.05e-07, 23
10000000, 8e-07, 23
10000000, 7.99e-07, 23
10000000, 7.77e-07, 23
10000000, 7.86e-07, 23
10000000, 7.83e-07, 23
10000000, 7.91e-07, 23
10000000, 7.83e-07, 23
10000000, 7.97e-07, 23
10000000, 7.84e-07, 23
10000000, 7.83e-07, 23
10000000, 7.9e-07, 23
10000000, 7.85e-07, 23
10000000, 7.93e-07, 23
10000000, 8.03e-07, 23
10000000, 8.03e-07, 23
10000000, 8.09e-07, 23
10000000, 8.01e-07, 23
10000000, 8.05e-07, 23
10000000, 8.05e-07, 23
10000000, 8.08e-07, 23
10000000, 8.04e-07, 23
10000000, 8.22e-07, 23
10000000, 7.93e-07, 23
10000000, 7.99e-07, 23
10000000, 7.92e-07, 23
10000000, 7.91e-07, 23
10000000, 8.04e-07, 23
10000000, 8.01e-07, 23
10000000, 8.03e-07, 23
10000000, 8.12e-07, 23
10000000, 1.935e-06, 23
10000000, 8.92e-07, 23
10000000, 7.67e-07, 23
10000000, 8.1e-07, 23
10000000, 8.06e-07, 23
10000000, 7.88e-07, 23
10000000, 8.11e-07, 23
10000000, 7.95e-07, 23
10000000, 7.96e-07, 23
10000000, 7.98e-07, 23
10000000, 8.09e-07, 23
10000000, 8.09e-07, 23
10000000, 7.93e-07, 23
10000000, 8.09e-07, 23
100000000, 2.526e-06, 26
100000000, 2.727e-06, 26
100000000, 9.52e-07, 26
100000000, 9.23e-07, 26
100000000, 8.62e-07, 26
100000000, 8.76e-07, 26
100000000, 8.65e-07, 26
100000000, 8.72e-07, 26
100000000, 8.75e-07, 26
100000000, 8.78e-07, 26
100000000, 8.68e-07, 26
100000000, 8.77e-07, 26
100000000, 8.67e-07, 26
100000000, 8.63e-07, 26
100000000, 8.68e-07, 26
100000000, 8.8e-07, 26
100000000, 8.66e-07, 26
100000000, 8.72e-07, 26
100000000, 8.89e-07, 26
100000000, 8.93e-07, 26
100000000, 8.59e-07, 26
100000000, 1.858e-06, 26
100000000, 9.01e-07, 26
100000000, 8.65e-07, 26
100000000, 8.89e-07, 26
100000000, 8.89e-07, 26
100000000, 8.86e-07, 26
100000000, 8.69e-07, 26
100000000, 8.73e-07, 26
100000000, 8.7e-07, 26
100000000, 8.8e-07, 26
100000000, 8.7e-07, 26
100000000, 8.72e-07, 26
100000000, 8.77e-07, 26
100000000, 8.62e-07, 26
100000000, 8.64e-07, 26
100000000, 8.58e-07, 26
100000000, 8.61e-07, 26
100000000, 8.65e-07, 26
100000000, 8.66e-07, 26
100000000, 8.62e-07, 26
100000000, 8.63e-07, 26
100000000, 8.54e-07, 26
100000000, 8.57e-07, 26
100000000, 8.62e-07, 26
100000000, 8.55e-07, 26
100000000, 8.71e-07, 26
100000000, 8.61e-07, 26
100000000, 8.62e-07, 26
100000000, 8.64e-07, 26
